symbol,Program,Grant Number,Partner Organization,Project Title,Award Amount:,Leveraged Funds:,Proposal_Number,Country,Summary,Notes,coordinates
measle_turquoise,Marine Turtle,96200-1-G051,Wildlife Conservation Society,"Sea turtle technical assistance in the Gulf of Guinea, West Africa 2011-2012","$43,195.00","$31,856.00",MT 11-015,"Gabon, Repubublic of Congo, Sao Tome, Equatorial Guinea","This grant will support on site coordination of the Gabon Sea Turtle Partnership.  The grantee will provide technical support for high priority sea turtle projects in Congo, Gabon, Sao Tome and Principe and Equatorial Guinea, and support efforts with local Benga communities in Corisco Bay, Gabon to address unsustainable sea turtle harvest practices.","This project spans the entire habitat range of marine turtles found throughout the Gulf of Guinea (Gabon, Congo, Ivory Coast, São Tome and Principe, Equatorial Guinea).","3.730272, 3.710937"
measle_turquoise,Marine Turtle,96200-1-G116,Loma Linda University,Community-based capacity building for hawksbill conservation and population recovery in Caribbean Honduras,"$25,422.00","$28,319.00",MT 11-017,Honduras,This grant will support community training in conservation project development at historically important hawksbill nesting beaches on the Caribbean coast of Honduras.  The grantee will also conduct extensive outreach to raise public awareness and gain greater support for sea turtle conservation.,,"16.121559, -86.934471"
measle_turquoise,Marine Turtle,96200-1-G012,Madras Crocodile Bank Trust,"Towards long-term monitoring of olive ridley arribadas in Orissa, India","$10,000.00","$7,130.00",MT 11-009,India,"This project will focus conservation efforts on the Rushikulya nesting beach, which has supported arribada nesting between 80,000 and 100,000 nesting females. The grantee will train community members to conduct nesting surveys, assessing hatching and nesting success to help manage threats.  The community members will also survey sea turtle strandings to document bycatch mortality and support efforts to press for fisheries management.",,"19.374276, 85.084953"
measle_turquoise,Marine Turtle,96200-1-G172,Madras Crocodile Bank Trust,Strengthening the network for monitoring and conservation of sea turtles in India,"$45,000.00","$45,000.00",MT 11-049,India,"This grant will support the 4th Annual National Workshop for network members throughout India to review action plans and assign specific responsibilities for implementation.  The workshop will provide training and support for standardized monitoring protocols at index beaches, including standardized surveys of the olive ridley arribada nesting population at Rushikulya during the 2011-12 nesting season--one of the eight remaining large olive ridley nesting populations in the world.",This project spans all coastal states of India.,","
measle_turquoise,Marine Turtle,96200-1-G063,The State University of Papua (UNIPA),"Conservation of the leatherback nesting population at Jamursba Medi and Wermon Beaches – Papua, Indonesia","$66,000.00","$144,700.00",MT 11-030,Indonesia,This grant will support conservation of the largest remaining Western Pacific leatherback nesting population and ensure the effective involvement of local communities in a recovery program.,,"-0.35713, 132.492371"
measle_turquoise,Marine Turtle,96200-1-G228,Save My Future Foundation,Community-based sea turtle conservation project-Liberia,"$30,000.00","$1,250.00",MT 11-063,Liberia,"This grant will support continuation of community efforts to protect nesting leatherback, hawksbill and olive ridley sea turtles along 13 km of nesting beach. It is the only sea turtle conservation project operating within Liberia.",,"5.429098, -9.579482"
measle_turquoise,Marine Turtle,96200-1-G169,Chelonee,Knowledge and conservation of sea turtles nesting on the coasts of Mauritania,"$20,000.00","$76,472.00",MT 11-054,Mauritania,This grant will support continuation of surveys of the 750 km Mauritanian coast to verify reports of nesting loggerheads and green turtles.  The project will implement awareness campaigns in coastal villages and involve local communities in developing community-based conservation programs in accordance with survey findings.,,"20.310465, -16.276283"
measle_turquoise,Marine Turtle,96200-1-G011,"Kutzari, Asociacion para el Estudio y Conservacion de las Tortugas Marinas, A.C.",Conservation of the leatherback in the Mexican Pacific 2010-2011 - Phase 2,"$65,235.00","$79,267.00",MT 11-042,Mexico,This grant will support expanded nesting beach conservation during the 2010-11 nesting season at two important nesting sites which have been difficult to access logistically.  The project will also assess fisheries activities near nesting beaches and develop management recommendations to Mexico’s fisheries regulatory agency that will prevent bycatch mortality of nesting females during the nesting season.,,"16.557081, -98.956757"
measle_turquoise,Marine Turtle,96200-1-G066,"Pronatura Peninsula de Yucatan, A.C.",Conservation of marine turtle nesting beaches at north coast of Yucatan peninsula Mexico,"$24,999.00","$28,850.00",MT 11-018,Mexico,"This grant will support monitoring and nesting beach conservation programs for three major hawksbill nesting beaches in the Yucatan Peninsula, Mexico.  The grantee will also conduct public outreach and awareness programs in communities adjacent to the nesting beaches.",,"21.538755, -87.252731"
measle_turquoise,Marine Turtle,96200-1-G147,Universidad Michoacana de San Nicolas de Hidalgo,"Population recovery of the black turtle of Michoacan, Mexico","$24,999.00","$25,000.00",MT 11-071,Mexico,"This grant will support a community-based nesting beach conservation program for the black turtle at Colola and Maruata Beaches, the two most important nesting beaches for this species in the East Pacific.",,"18.268569, -103.332479"
measle_turquoise,Marine Turtle,96200-1-G177,"Kutzari, Asociacion para el Estudio y Conservacion de las Tortugas Marinas, A.C.",Conservation of the leatherback turtle in the Mexican Pacific season 2011-2012,"$96,615.00","$258,130.00",MT 11-076,Mexico,"This grant will support nest surveys and protection at the four primary leatherback nesting beaches which account for over 40% of leatherback nesting in Pacific Mexico. The grantee will operate turtle camps at the four main nesting beaches of Cahuitan, Tierra Colorada, Mexiquillo and Barra de la Cruz, and conduct daily and nightly patrols along these beaches to protect nests from poaching, depredation and tidal inundation.  The grantee will also conduct a workshop for approximately 20 coastal communities along the Pacific leatherback nesting beaches to facilitate greater community involvement in leatherback conservation.",,"16.557081, -98.956757"
measle_turquoise,Marine Turtle,96200-1-G229,Association Pour La Protection Des Tortues Marines Au Maroc(ATOMM),Building capacity for an effective sea turtle research and conservation program in the Kingdom of Morocco,"$27,000.00","$2,500.00",MT 11-056,Morocco,"This grant will support interviews and ground surveys to determine the status of sea turtle nesting in Morocco.  The grantee will hold workshops for fishers to assist with data collection on sea turtle bycatch, provide outreach to coastal communities and the general public, and conduct training workshops for student, NGO and local biologists to assist with surveys and sea turtle conservation projects.",,"32.878648, -8.863974"
measle_turquoise,Marine Turtle,96200-1-G052,Wildlife Conservation Society,Conservation of marine turtles in Caribbean Nicaragua,"$68,800.00","$68,492.00",MT 11-016,Nicaragua,This grant will support the monitoring and protection of hawksbill nesting populations on 12 of the Pearl Keys and 42 km of beach at El Cocal.  The project will assist local communities to develop and expand conservation of hawksbill and other nesting sea turtles through ecotourism programs for turtle watching.,,"12.466563, -83.383503"
measle_turquoise,Marine Turtle,96200-1-G067,Fauna and Flora International,Conserving Critically Endangered leatherback and hawksbill marine turtles on Nicaragua's Pacific Coast,"$62,000.00","$70,000.00",MT 11-003,Nicaragua,"This grant will support nesting beach conservation programs for the three most important East Pacific leatherback populations in Nicaragua, and a hawksbill conservation program at the recently discovered nesting site at Estero Padre Ramos. This site accounts for 40-50% of all East Pacific hawksbill nesting. The grantee will work closely with local communities and stakeholders as partners in the conservation programs.",,"12.781605, -87.488122"
measle_turquoise,Marine Turtle,96200-1-G042,Environment Society of Oman,"Strategic development of initiatives for marine turtle conservation on Masirah Island, Oman","$95,000.00","$78,320.00",MT 11-039,Oman,"This grant will provide material and logistical support for the Ministry of Environment rangers to monitor population trends for the world’s largest loggerhead nesting population at Masirah Island.  The grantee will also conduct a public outreach program for marine turtle conservation issues in Oman, including outreach to Masirah Island community through a Turtle Celebration event at the beginning of the 2011 loggerhead nesting season.",,"20.431977, 58.838525"
measle_turquoise,Marine Turtle,96200-1-G064,Sea Turtle Conservancy,Hawksbill and leatherback turtle population recovery project in Panama,"$58,175.00","$124,615.00",MT 11-032,Panama,"This grant will support efforts to restore the Chiriqui Beach nesting population of hawksbill turtles, once the largest in the Wider Caribbean, in partnership with the local Ngobe Indian communities. The grantee will provide monitoring and protection of the largest leatherback nesting population in the Western Caribbean.",,"8.855824, -81.585159"
measle_turquoise,Marine Turtle,96200-1-G048,Southeastern Louisiana University,Regional assessment of arribada olive ridley sea turtles,"$39,935.00","$31,026.00",MT 11-007,"Panama, Nicaragua, Costa Rica","This grant will support a continuation of simultaneous regional estimates of the olive ridley arribada nesting populations and hatching rates in Panama, Nicaragua, and Costa Rica using standardized methodology.",,"9.9961, -85.703251"
measle_turquoise,Marine Turtle,96200-1-G201,Marine Research Foundation,"Community-based conservation of leatherback turtles along the Huon Coast, Papua New Guinea 2011-2012","$23,000.00","$66,079.00",MT 11-059,Papua New Guinea,This grant will support community-based nesting beach conservation of the most important leatherback nesting populations in Papua New Guinea and the second most important in the West Pacific.,,"-7.203263, 147.12234"
measle_turquoise,Marine Turtle,96200-1-G231,Inter-American Convention for the Protection and Conservation of Sea Turtles,Support for the Fifth Conference of the Parties of the IAC and the meetings of its subsidiary bodies in the framework of the lAC's 10th Anniversary,"$41,800.00","$40,000.00",MT 11-026,Regional Western Hemishere,This grant will support the Secretariat and Party members of the Inter-American Convention to attend the Fifth Conference of the Parties (COP 5) and Consultative and Scientific Committee meetings.  It will also provide assistance for the Secretariat’s office to coordinate and organize COP 5 and meetings of the Scientific and Consultative Committees.,,"12.143683, -68.275711"
measle_turquoise,Marine Turtle,96200-1-G176,Ocean Ecology Network,"Scientific and technical support to Sierra Leone, Liberia, Cape Verde, Principe, and Morocco","$36,748.00","$36,748.00",MT 11-055,Regional-Africa,"This grantee will provide technical assistance for Marine Turtle Conservation Fund-supported nesting beach projects in Sierra Leone, Liberia, Cape Verde, Principe and Morocco.  The project will build capacity of implementing personnel and institutions in the areas of scientific techniques and community involvement.","This project spans all nesting beaches in Sierra Leone, Liberia, Cape Verde, Principe and Morocco. The coordinates provided is in Liberia, the central location for this region.","5.549602, -9.703255"
measle_turquoise,Marine Turtle,96200-1-G146,Renatura,Marine turtle monitoring and protection in the Republic of Congo,"$24,999.00","$26,192.00",MT 11-070,Republic of Congo,"This grant will support efforts to protect nesting leatherback and olive ridley sea turtles along 20 km of nesting beach adjacent to Conkouati-Douli National Park.  It will also support continuation of a turtle bycatch release program with local fisherman that releases approximately 1,500 turtles annually, and an environmental outreach program with local communities.",,"-4.612111, 11.826172"
measle_turquoise,Marine Turtle,96200-1-G173,Wildlife Conservation Society,"Leatherback conservation program in Republic of Congo, 2011-2012","$68,000.00","$47,083.00",MT 11-068,Republic of Congo,"This grant will support a leatherback conservation program along 60 km of high density leatherback nesting beach within Conkouati-Douli National Park, which is contiguous with the major leatherback nesting population in Mayumba National Park, Gabon.",,"-4.037487, 11.264582"
measle_turquoise,Marine Turtle,96200-1-G170,Conservation Society of Sierra Leone,Continued development of a marine turtle conservation program for Sierra Leone and leatherback conservation initiative at Turtle and Bonthe/Sherbro Islands,"$66,000.00","$10,412.00",MT 11-048,Sierra Leone,"This grant will support community-based conservation programs for marine turtle conservation at key leatherback nesting beaches in Sierra Leone with a special emphasis on community involvement, capacity building, and environmental outreach with fisherman and local communities.",,"8.333692, -13.204086"
measle_turquoise,Marine Turtle,96200-1-G174,The Nature Conservancy,"Leatherback turtle monitoring and conservation at Sasakolo and Lithogagira, Solomon Islands","$25,000.00","$28,638.00",MT 11-061,Solomon Islands,"This grant will support community-based nesting beach conservation programs for the two most important leatherback nesting beaches in the Solomon Islands, which are part of the Critically Endangered West Pacific leatherback nesting population.",,"-7.909516, 158.805569"
measle_turquoise,Marine Turtle,96200-1-G144,International Sea Turtle Society,32nd Annual Symposium on Sea Turtle Biology and Conservation; Marine Turtle Newsletter; Seaturtle.org,"$32,000.00","$68,000.00",MT 11-072,USA,"This grant will support 35 students or individuals from institutions in developing countries, who would not otherwise be able, to attend this meeting of about 1,000 marine turtle researchers, managers, and conservationists.",,"15.763326, -96.098442"
measle_turquoise,Marine Turtle,96200-1-G044,IUCN (International Union for Conservation of the Nature and Natural Resources),Community based marine turtle nesting beach conservation in Vietnam; pilot sites for hawksbill turtles in Quang Ninh Province and leatherbacks in Quang Tri Province.,"$48,004.00","$57,200.00",MT 11-006,Vietnam,This grant will support a community-based sea turtle conservation program targeted at restoring a once significant but now depleted leatherback nesting population.  It will also support a community-based hawksbill conservation project for a depleted nesting and foraging population in and near Bai Tu Long National Park.,,"16.7738, 107.343292"
measle_turquoise,Marine Turtle,96200-1-G043,Yemeni Biological Society,"Assessing the status and conservation needs for sea turtles in Yemen, initial steps to building a long-term sea turtle conservation program in Yemen","$28,000.00","$16,170.00",MT 11-034,Yemen,"This grant will support two Yemeni biologists to travel to Oman for training and to consult with and learn about Oman’s sea turtle conservation programs, management, research and outreach activities at Masirah Island at the beginning of the 2011 loggerhead nesting season. The grantee will build a coalition of groups and experts within Yemen, identify key nesting beaches, and develop conservation projects at the most important nesting beaches.",,"14.755295, 49.615288"
small_yellow,African Elephant,96200-1-G133,Wildlife Conservation Society,"Forest elephant study, Dzanga Clearing, Central African Republic",44485.00,45381.00,AFE-0723,Central African Republic,"This grant will provide ongoing support to the longest running study of African forest elephants.  The grantee will provide surveillance and monitoring of the forest elephant population in the region, training of research assistants on elephant identification, and analysis of elephant vocalizations.",,"2.578018, 16.229401"
small_yellow,African Elephant,96200-1-G287,Wildlife Conservation Society,"Zakouma Elephant Monitoring and Protection Program, Zakoumua National Park and the greater Zakouma landscape, Republic of Chad",126150.00,168043.00,AFE-0757,Chad,"This grant will provide ongoing support for aerial surveillance to conduct anti-poaching activities, perform wildlife surveys during wet and dry seasons, monitor elephant populations and poaching level, and improve the anti-poaching system in Zakouma, Chad.",,"10.806179, 19.664001"
small_yellow,African Elephant,96200-1-G134,Wildlife Conservation Society,"Transport for surveillance at Conkouati-Douli National Park, Republic of Congo",48555.00,22145.00,AFE-0758,Congo,"This ongoing project will support the costs of a new vehicle to be used by eco-guards in Conkouati-Douli National Park in the Republic of Congo.  The eco-guards will use the vehicle to conduct anti-poaching patrols, resupply remote field teams, and maintain roadblocks to prevent trafficking in illegal wildlife products, especially bushmeat.",,"-4.000651, 11.324158"
small_yellow,African Elephant,96200-1-G288,Gilman International Conservation (GIC),Elephant conservation in the Ituri Forest: building critical infrastructure for elephant protection in the Okapi Wildlife Reserve in eastern Democratic Republic of Congo,104740.00,8820.00,AFE-0713,DRC,"This grant will support the construction of housing for wildlife personnel from the Democratic Republic of Congo’s national wildlife authority, the Institut Congolais pour la Conservation de la Nature (ICCN), at a new outpost on the eastern side of the Okapi Wildlife Reserve.  The area is under tremendous pressure from settlers clearing land and from poachers seeking ivory and bushmeat, so additional anti-poaching presence on the main access route into the Reserve is essential.",,"1.738015, 28.487244"
small_yellow,African Elephant,96200-1-G284,"Lukuru Wildlife Research Foundation, Inc","Securing the Tutu Basin elephant population through monitoring, reporting and associated activities",152410.00,392778.00,AFE-0768,DRC,"This new project will improve knowledge of and security for an elephant population between Salonga and Maiko national parks in eastern Democratic Republic of Congo.  Transects will be conducted, mapped, and repeated every six months in order to estimate baseline population levels and to rapidly detect and respond to threats in the area.  The grantee will regularly visit sensitive areas where wildlife gathers at mineral licks to provide a security presence.",,"-1.570181, 24.996281"
small_yellow,African Elephant,96200-1-G121,Cornell University,Toward optimizing acoustic methods for elephant conservation,78768.00,50268.00,AFE-0707,Gabon,"This project will further a promising new technology for monitoring elephant activity and human activity (including vehicles and gunshots) using unmanned acoustic recording units deployed in Central African forest.  The grantee will further automate the software program that sifts through the recordings to isolate elephant and poaching sounds, and train local Gabonese and Congolese conservationists in using these techniques to monitor remote sites.",,"-2.103714, 9.596252"
small_yellow,African Elephant,96200-1-G132,Zoological Society of London,Conserving the elephants of the Djoua-Zadie-Mwagna area of North-East Gabon,50555.00,25567.00,AFE-0721,Gabon,This project will provide baseline information on wildlife in the Gabonese portion of the Dja-Minkebe-Odzala trinational landscape.  The grantee will conduct rapid reconnaissance surveys to estimate mammal abundance and relative population densities and to record levels of human disturbance and threats to wildlife in the northern Belinga-Djoua area and the eastern Zadie area.  These regions are currently undergoing rapid transformation due to mining and extractive industries.,,"1.207796, 13.996582"
small_yellow,African Elephant,96200-1-G285,Agence Nationale des Parcs Nationaux,Protecting Gabon's elephant populations via aerial surveillance,100000.00,187300.00,AFE-0767,Gabon,"This grant will support the operating costs of a small aircraft to conduct aerial surveillance of Gabon’s national parks.  The grantee will detect and respond to signs of poaching targeting forest elephants, prevent future illegal incursions, and conduct systematic surveys of the savannah and swamp areas of Bateke, Lope, Loango, and Wonga Wongue parks.",,"0.201721, 12.701416"
small_yellow,African Elephant,96200-1-G268,Born Free USA,"Elephant conservation through law enforcement and community awareness.  Mole National Park, Ghana",22200.00,224600.00,AFE-0752,Ghana,This grant will support operating costs for patrols by Ghana’s national parks authority in Mole National Park. The grantee will also conduct outreach to communities adjacent to the park to create awareness of local impacts that threaten the park’s wildlife and to introduce techniques to mitigate conflict with elephants.,,"9.622715, -1.763611"
small_yellow,African Elephant,96200-1-G283,Fauna and Flora International,"Improving the protection of forest elephants (Loxodonta africana cyclotis) and reducing human-elephant conflicts at Ziama forest and Ziama-Wenegesi corridor in Southeastern Guinea, West Africa",74319.00,83765.00,AFE-0753,Guinea,"This grant will support the second year of funding for Ziama Biosphere Reserve to continue wildlife protection and monitoring activities, identify and protect elephant corridors that are still viable, and to develop a strategy to mitigate human elephant conflict around the reserve.",,"8.276652, -9.282761"
small_yellow,African Elephant,96200-1-G128,Northern Rangelands Trust,"Training of Northern Rangelands Trust Community Conservancy Scouts at Kenya Wildlife Service Manyani Field Training School, Kenya",48380.00,75000.00,AFE-0706,Kenya,"This project will train 70 community scouts from 15 conservancies at Kenya’s national wildlife training school.  The scouts will be trained in basic patrol techniques and tactics, first aid, national wildlife policy, map reading and GPS navigation, radio communication procedures and physical fitness.",,"0.634142, 37.617188"
small_yellow,African Elephant,96200-1-G118,African Wildlife Foundation,"Building community scout capacity to enhance the viability of the Oldonyiro elephant corridor in Isiolo, Kenya",48960.00,29374.00,AFE-0718,Kenya,"This project will expand the coverage of community scouts to an additional community owned area, Oldonyiro, in northern Kenya.  Locally recruited scouts will be trained, provided with equipment, deployed on patrols, and will liaise with scouts from the adjacent four communities in order to better secure the area for elephants and other wildlife.",,"0.627429, 37.191467"
small_yellow,African Elephant,96200-1-G131,Northern Rangelands Trust,Optimizing of radio communications in the network of community conservancies to improve security for elephants in northern Kenya,49190.00,75084.00,AFE-0750,Kenya,This project will install a new security radio network in and around the eighteen community conservancies that comprise the Northern Rangelands Trust in northern Kenya to improve coverage for community scouts securing elephants and other wildlife.,,"0.763222, 37.515259"
small_yellow,African Elephant,96200-1-G137,Fauna and Flora International,"Enhancing problem elephant monitoring in and around Ol Pejeta Conservancy, Laikipia District, Kenya",54614.00,41513.00,AFE-0761,Kenya,"This project will deploy and monitor several innovative, non-invasive, non-lethal experimental methods to prevent elephants from raiding crops at farms adjacent to an important wildlife area in central Kenya.",,"0.171509, 36.746521"
small_yellow,African Elephant,96200-1-G286,The Milgis Trust,"Community based conservation of wild African elephant in the Mathews and Ndoto mountain ecosystems, northern Kenya",24999.00,222070.00,AFE-0766,Kenya,"This grant will support community scouts, enabling them to conduct anti-poaching patrols and to secure access to water for elephants and other wildlife, thereby alleviating conflict with livestock. The scouts will monitor ecosystem health (vegetation quality, wildlife densities, and water availability) in Kenya’s arid northern rangelands, including the Mathews and Ndotos mountain ranges.",,"1.397566, 37.037354"
small_yellow,African Elephant,96200-1-G135,WILD Foundation,"The Mali Elephant Project, Phase III: managing human-elephant contact",47994.00,588865.00,AFE-0760,Mali,"This project will improve human coexistence with the Gourma elephants in Mali.  The grant will support a collaborative effort by international and local organizations in their campaign to improve natural resource management decisions locally and nationally, and to alleviate human-elephant conflict.",,"15.855086, -1.532593"
small_yellow,African Elephant,96200-1-G120,Sociedade para a Gestao e Desenvolvimento da Reserva do Niassa (SRN),"Upgrade of VHF security radio network in Niassa National Reserve, Mozambique",49913.00,"$71,365.31",AFE-0736,Mozambique,This project will install a new security radio network in and around the Niassa Reserve to improve coverage for wildlife personnel protecting Mozambique’s largest elephant population.,,"-11.88945, 37.468262"
small_yellow,African Elephant,96200-1-G202,IUCN (International Union for Conservation of the Nature and Natural Resources),Supporting the core activities of the Secretariat of the IUCN/SSC African Elephant Specialist Group,40700.00,112233.00,AFE-0710,Multiple,"This grant will support the African Elephant Specialist Group (AfESG) Secretariat to compile and synthesize information on the conservation and status of the African elephant, and to provide technical information and impartial advice to governments, non-governmental organizations and inter-governmental organizations.  The result will be improved conservation effectiveness in range and non-range states.",,
small_yellow,African Elephant,96200-1-G127,FREELAND Foundation,Operation Lucky Dice Part II: Activating cooperation between African and Asian law enforcement,49208.00,15045.00,AFE-0744,Multiple,"This grant will support the second year of a campaign to promote cooperation between African wildlife and law enforcement agencies with their counterparts in Southeast Asia, aiming to detect and intercept illegally trafficked wildlife and to improve prosecution rates.  The grantee will arrange an exchange visit to Kenya by all participants and joint investigations into ivory smuggling.",,"-1.253867, 36.81366"
small_yellow,African Elephant,96200-1-G130,TRAFFIC International,Supporting the management and operation of the Elephant Trade Information System (ETIS): assessing illegal trade in ivory for CITES COP16,63832.00,235387.00,AFE-0749,Multiple,The Elephant Trade Information System monitors and analyzes trends in illegal hunting and trade in ivory in elephant range states and illegal consumer markets.  This grant will help finance the anylsis of information from July 2011 through June 2008 in preparation for the 16th Conference of the Parties to the Convention of International Trade in Endangered Species.,,"-17.805677, 31.040709"
small_yellow,African Elephant,96200-1-G203,University of Washington,Assigning origins to major versus minor ivory markets,39860.00,39946.00,AFE-0730,Multiple,This grant will support the genetic analysis of illegal ivory shipments intercepted in two seizures in Thailand and one seizure in Kenya in 2010.  Genetic analysis will help confirm the ivory's country of origin and assist law enforcement and prosecution efforts.,,","
small_yellow,African Elephant,96200-1-G136,Wildlife Conservation Society,Strengthening the protection of elephants at Yankari Game Reserve through enhanced law enforcement action and monitoring 2011-2012,79430.00,47612.00,AFE-0759,Nigeria,"This grant will provide continued support to provincial government wildlife personnel, enabling them to conduct more efficient and effective anti-poaching patrols in and around the Yankari Game reserve in Nigeria.",,"9.825147, 10.524597"
small_yellow,African Elephant,96200-1-G204,University of the Western Cape UWC),Fertility and aggression control in wild African elephant bulls through GnRH vaccination,44680.00,186000.00,AFE-0705,South Africa,"This project will monitor the effects of a reversible male immunocontraception method already being tested on elephants in South Africa.  The technique has potential for controlling elephant population size in closed protected areas or areas with local overpopulation, without dangerous adverse effects on elephant behavior.",,"-25.755819, 28.230827"
small_yellow,African Elephant,96200-1-G129,Save the Elephants,"The transboundary elephant research programme within Great Limpopo Transfrontier Park, South Africa",64343.00,66112.00,AFE-0747,South Africa,"This ongoing project will monitor focal elephants throughout the Kruger National Park and adjacent areas to better understand elephant population dynamics, social behavior, dispersal, and ecological impact.",,"-23.813267, 31.448059"
small_yellow,African Elephant,96200-1-G205,Udzungwa Elephant Project,"Protecting connectivity, reducing conflict: conserving the elephant metapopulation of south-central Tanzania",37035.00,64866.00,AFE-0737,Tanzania,This project will improve protection of elephants and key habitat in and around the Udzungwa Mountains of southern Tanzania.  The grantee will identify and monitor corridors between protected areas used by elephants.  They will also initiate programs to protect connectivity and dispersal areas for these increasingly isolated elephant populations.,,"-7.757561, 36.691284"
small_yellow,African Elephant,96200-1-G126,South Luangwa Conservation Society,"Elephant conservation through community based law enforcement; supporting village scout anti-poaching work in South Luangwa National Park, Zambia",52822.50,187610.00,AFE-0703,Zambia,"This grant will provide ongoing support for anti-poaching patrols and the establishment and maintenance of temporary outposts during the wet season. It will also cover operating expenses for aerial support to prevent poaching and enable quick response to provide veterinary care for animals caught in snares in and around South Luangwa, Zambia.",,"-12.978092, 31.533203"
small_yellow,African Elephant,96200-1-G113,Frankfurt Zoological Society,"Support for law enforcement officer housing improvements to enhance the protection of elephant, Loxodonta africana, in North Luangwa National Park",86393.00,94208.00,AFE-0708,Zambia,"This grant will support the construction of 24 houses for wildlife police officers and their families at North Luangwa National Park’s headquarters at Mano.  In order to increase anti-poaching patrols and security for the region’s elephants and other wildlife, ZAWA is transferring more staff to the area and additional housing is required.",,"-11.914459, 32.265396"
small_yellow,African Elephant,96200-1-G289,Kasanka Trust,"Conserving vital habitat for the elephant population of Kasanka National Park and the Greater Bangweulu Area, Zambia",24999.00,99386.00,AFE-0729,Zambia,This grant will support operational costs for patrol teams in Kasanka National Park to intensify patrol coverage in the park.  It will also support a community outreach officer to expand the elephant conflict mitigation program outside the park.,,"-12.553298, 30.225372"
small_yellow,African Elephant,96200-1-G119,North Luangwa Conservation Programme,Support for aerial operations and law enforcement activities for North Luangwa National Park,64930.00,202137.00,AFE-0733,Zambia,This grant will support ground and aerial patrols to secure the North Luangwa ecosystem in eastern Zambia.  The grantee will provide rations for field patrols conducted by Zambia Wildlife Authority rangers (ZAWA) and support operating costs for vehicles and aerial surveillance.,,"-11.914459, 32.265396"
